date,system,flow_taf
1942-05-31,FOLS,716.7999877929688
1942-06-30,FOLS,556.5999755859375
1942-07-31,FOLS,155.3000030517578
1942-08-31,FOLS,32.099998474121094
1942-09-30,FOLS,17.399999618530273
1942-10-31,FOLS,16.899999618530273
1942-11-30,FOLS,154.10000610351562
1942-12-31,FOLS,278.1000061035156
1943-01-31,FOLS,691.2999877929688
1943-02-28,FOLS,373.8999938964844
1943-03-31,FOLS,929.5999755859376
1943-04-30,FOLS,590.4000244140625
1943-05-31,FOLS,446.0
1943-06-30,FOLS,264.0
1943-07-31,FOLS,87.4000015258789
1943-08-31,FOLS,25.399999618530277
1943-09-30,FOLS,17.600000381469727
1943-10-31,FOLS,19.43000030517578
1943-11-30,FOLS,24.290000915527344
1943-12-31,FOLS,30.5
1944-01-31,FOLS,58.20000076293945
1944-02-29,FOLS,144.1999969482422
1944-03-31,FOLS,233.80999755859372
1944-04-30,FOLS,215.72999572753903
1944-05-31,FOLS,471.6199951171875
1944-06-30,FOLS,194.1499938964844
1944-07-31,FOLS,46.02000045776367
1944-08-31,FOLS,14.3100004196167
1944-09-30,FOLS,9.460000038146973
1944-10-31,FOLS,10.739999771118164
1944-11-30,FOLS,120.37999725341795
1944-12-31,FOLS,124.05999755859376
1945-01-31,FOLS,97.23999786376952
1945-02-28,FOLS,559.9299926757812
1945-03-31,FOLS,259.04998779296875
1945-04-30,FOLS,417.0299987792969
1945-05-31,FOLS,550.4299926757812
1945-06-30,FOLS,282.44000244140625
1945-07-31,FOLS,70.05999755859375
1945-08-31,FOLS,14.609999656677246
1945-09-30,FOLS,9.989999771118164
1945-10-31,FOLS,35.38999938964844
1945-11-30,FOLS,142.61000061035156
1945-12-31,FOLS,544.1699829101562
1946-01-31,FOLS,308.489990234375
1946-02-28,FOLS,154.52999877929688
1946-03-31,FOLS,341.54998779296875
1946-04-30,FOLS,512.97998046875
1946-05-31,FOLS,548.739990234375
1946-06-30,FOLS,203.38999938964844
1946-07-31,FOLS,48.5099983215332
1946-08-31,FOLS,13.25
1946-09-30,FOLS,12.84000015258789
1946-10-31,FOLS,18.3700008392334
1946-11-30,FOLS,88.0
1946-12-31,FOLS,86.69000244140625
1947-01-31,FOLS,50.43000030517578
1947-02-28,FOLS,172.25999450683594
1947-03-31,FOLS,305.3599853515625
1947-04-30,FOLS,301.70001220703125
1947-05-31,FOLS,262.6000061035156
1947-06-30,FOLS,96.06999969482422
1947-07-31,FOLS,18.670000076293945
1947-08-31,FOLS,9.350000381469728
1947-09-30,FOLS,7.429999828338623
1947-10-31,FOLS,46.68000030517578
1947-11-30,FOLS,43.40999984741211
1947-12-31,FOLS,27.979999542236328
1948-01-31,FOLS,170.10000610351562
1948-02-29,FOLS,74.36000061035156
1948-03-31,FOLS,147.2899932861328
1948-04-30,FOLS,531.6099853515625
1948-05-31,FOLS,633.9600219726562
1948-06-30,FOLS,446.1199951171875
1948-07-31,FOLS,87.41000366210938
1948-08-31,FOLS,18.51000022888184
1948-09-30,FOLS,11.979999542236328
1948-10-31,FOLS,13.90999984741211
1948-11-30,FOLS,35.40999984741211
1948-12-31,FOLS,53.709999084472656
1949-01-31,FOLS,48.0
1949-02-28,FOLS,87.12000274658203
1949-03-31,FOLS,351.25
1949-04-30,FOLS,515.9199829101562
1949-05-31,FOLS,530.8200073242188
1949-06-30,FOLS,167.2899932861328
1949-07-31,FOLS,29.049999237060547
1949-08-31,FOLS,14.300000190734863
1949-09-30,FOLS,10.09000015258789
1949-10-31,FOLS,11.510000228881836
1949-11-30,FOLS,25.6299991607666
1949-12-31,FOLS,24.51000022888184
1950-01-31,FOLS,301.45001220703125
1950-02-28,FOLS,334.8800048828125
1950-03-31,FOLS,342.1400146484375
1950-04-30,FOLS,588.1799926757812
1950-05-31,FOLS,598.47998046875
1950-06-30,FOLS,324.6099853515625
1950-07-31,FOLS,82.1500015258789
1950-08-31,FOLS,18.690000534057617
1950-09-30,FOLS,12.0
1950-10-31,FOLS,40.470001220703125
1950-11-30,FOLS,984.8300170898438
1950-12-31,FOLS,1054.260009765625
1951-01-31,FOLS,575.6799926757812
1951-02-28,FOLS,425.3599853515625
1951-03-31,FOLS,431.25
1951-04-30,FOLS,431.1000061035156
1951-05-31,FOLS,455.55999755859375
1951-06-30,FOLS,155.99000549316406
1951-07-31,FOLS,44.22999954223633
1951-08-31,FOLS,18.43000030517578
1951-09-30,FOLS,13.619999885559082
1951-10-31,FOLS,30.3799991607666
1951-11-30,FOLS,97.76000213623048
1951-12-31,FOLS,317.3299865722656
1952-01-31,FOLS,540.4600219726562
1952-02-29,FOLS,544.8699951171875
1952-03-31,FOLS,501.1700134277344
1952-04-30,FOLS,817.25
1952-05-31,FOLS,1135.530029296875
1952-06-30,FOLS,670.6599731445312
1952-07-31,FOLS,240.6300048828125
1952-08-31,FOLS,56.150001525878906
1952-09-30,FOLS,24.020000457763672
1952-10-31,FOLS,20.1200008392334
1952-11-30,FOLS,29.51000022888184
1952-12-31,FOLS,98.88999938964844
1953-01-31,FOLS,454.3599853515625
1953-02-28,FOLS,154.66000366210938
1953-03-31,FOLS,217.9600067138672
1953-04-30,FOLS,469.1600036621094
1953-05-31,FOLS,485.7300109863281
1953-06-30,FOLS,511.3500061035156
1953-07-31,FOLS,164.4199981689453
1953-08-31,FOLS,30.520000457763672
1953-09-30,FOLS,16.389999389648438
1953-10-31,FOLS,16.479999542236328
1953-11-30,FOLS,53.900001525878906
1953-12-31,FOLS,64.5199966430664
1954-01-31,FOLS,122.93000030517578
1954-02-28,FOLS,210.25
1954-03-31,FOLS,449.7900085449219
1954-04-30,FOLS,542.2999877929688
1954-05-31,FOLS,363.739990234375
1954-06-30,FOLS,114.6500015258789
1954-07-31,FOLS,32.959999084472656
1954-08-31,FOLS,14.020000457763672
1954-09-30,FOLS,11.390000343322754
1954-10-31,FOLS,11.770000457763672
1954-11-30,FOLS,28.540000915527344
1954-12-31,FOLS,113.98999786376952
1955-01-31,FOLS,133.0500030517578
1955-02-28,FOLS,102.9000015258789
1955-03-31,FOLS,153.69000244140625
1955-04-30,FOLS,239.7100067138672
1955-05-31,FOLS,485.30999755859375
1955-06-30,FOLS,221.63999938964844
1955-07-31,FOLS,41.540000915527344
1955-08-31,FOLS,18.600000381469727
1955-09-30,FOLS,13.479999542236328
1955-10-31,FOLS,13.300000190734863
1955-11-30,FOLS,28.600000381469727
1955-12-31,FOLS,1247.0
1956-01-31,FOLS,951.7999877929688
1956-02-29,FOLS,326.8999938964844
1956-03-31,FOLS,305.70001220703125
1956-04-30,FOLS,407.7000122070313
1956-05-31,FOLS,754.0
1956-06-30,FOLS,430.7000122070313
1956-07-31,FOLS,124.3000030517578
1956-08-31,FOLS,33.900001525878906
1956-09-30,FOLS,20.899999618530277
1956-10-31,FOLS,32.29999923706055
1956-11-30,FOLS,30.700000762939453
1956-12-31,FOLS,48.5
1957-01-31,FOLS,58.09999847412109
1957-02-28,FOLS,283.5
1957-03-31,FOLS,442.7999877929688
1957-04-30,FOLS,305.3999938964844
1957-05-31,FOLS,566.7000122070312
1957-06-30,FOLS,289.1000061035156
1957-07-31,FOLS,53.29999923706055
1957-08-31,FOLS,18.299999237060547
1957-09-30,FOLS,7.900000095367432
1957-10-31,FOLS,21.799999237060547
1957-11-30,FOLS,37.400001525878906
1957-12-31,FOLS,97.9000015258789
1958-01-31,FOLS,163.5
1958-02-28,FOLS,588.0999755859375
1958-03-31,FOLS,552.5999755859375
1958-04-30,FOLS,846.0999755859375
1958-05-31,FOLS,1057.0
1958-06-30,FOLS,536.5999755859375
1958-07-31,FOLS,130.5
1958-08-31,FOLS,38.29999923706055
1958-09-30,FOLS,20.5
1958-10-31,FOLS,14.5
1958-11-30,FOLS,22.5
1958-12-31,FOLS,24.399999618530277
1959-01-31,FOLS,149.39999389648438
1959-02-28,FOLS,203.6000061035156
1959-03-31,FOLS,199.6000061035156
1959-04-30,FOLS,282.79998779296875
1959-05-31,FOLS,205.0
1959-06-30,FOLS,86.4000015258789
1959-07-31,FOLS,16.399999618530273
1959-08-31,FOLS,6.800000190734863
1959-09-30,FOLS,14.800000190734863
1959-10-31,FOLS,11.979999542236328
1959-11-30,FOLS,12.600000381469728
1959-12-31,FOLS,20.040000915527344
1960-01-31,FOLS,63.11000061035156
1960-02-29,FOLS,348.3999938964844
1960-03-31,FOLS,431.2900085449219
1960-04-30,FOLS,359.2300109863281
1960-05-31,FOLS,282.8800048828125
1960-06-30,FOLS,121.0
1960-07-31,FOLS,19.71999931335449
1960-08-31,FOLS,5.5
1960-09-30,FOLS,4.269999980926514
1960-10-31,FOLS,9.0
1960-11-30,FOLS,49.79999923706055
1960-12-31,FOLS,39.400001525878906
1961-01-31,FOLS,31.100000381469727
1961-02-28,FOLS,122.5999984741211
1961-03-31,FOLS,156.60000610351562
1961-04-30,FOLS,237.1000061035156
1961-05-31,FOLS,272.70001220703125
1961-06-30,FOLS,116.8000030517578
1961-07-31,FOLS,5.300000190734863
1961-08-31,FOLS,0.0
1961-09-30,FOLS,4.800000190734863
1961-10-31,FOLS,10.4399995803833
1961-11-30,FOLS,13.699999809265137
1961-12-31,FOLS,50.52999877929688
1962-01-31,FOLS,47.04999923706055
1962-02-28,FOLS,418.0700073242188
1962-03-31,FOLS,247.3000030517578
1962-04-30,FOLS,553.7999877929688
1962-05-31,FOLS,419.8500061035156
1962-06-30,FOLS,260.5
1962-07-31,FOLS,40.380001068115234
1962-08-31,FOLS,4.070000171661377
1962-09-30,FOLS,2.9600000381469727
1962-10-31,FOLS,334.8599853515625
1962-11-30,FOLS,44.70000076293945
1962-12-31,FOLS,178.00999450683594
1963-01-31,FOLS,258.760009765625
1963-02-28,FOLS,711.77001953125
1963-03-31,FOLS,233.6199951171875
1963-04-30,FOLS,651.5399780273438
1963-05-31,FOLS,761.239990234375
1963-06-30,FOLS,281.1600036621094
1963-07-31,FOLS,62.68000030517578
1963-08-31,FOLS,17.049999237060547
1963-09-30,FOLS,16.739999771118164
1963-10-31,FOLS,32.029998779296875
1963-11-30,FOLS,200.7899932861328
1963-12-31,FOLS,83.31999969482422
1964-01-31,FOLS,156.25
1964-02-29,FOLS,107.4499969482422
1964-03-31,FOLS,126.12999725341795
1964-04-30,FOLS,292.0599975585937
1964-05-31,FOLS,395.3999938964844
1964-06-30,FOLS,186.67999267578125
1964-07-31,FOLS,36.54999923706055
1964-08-31,FOLS,13.90999984741211
1964-09-30,FOLS,1.899999976158142
1964-10-31,FOLS,10.800000190734863
1964-11-30,FOLS,64.0
1964-12-31,FOLS,1509.300048828125
1965-01-31,FOLS,773.9000244140625
1965-02-28,FOLS,281.8999938964844
1965-03-31,FOLS,238.3000030517578
1965-04-30,FOLS,618.2999877929688
1965-05-31,FOLS,510.3999938964844
1965-06-30,FOLS,315.70001220703125
1965-07-31,FOLS,95.4000015258789
1965-08-31,FOLS,51.900001525878906
1965-09-30,FOLS,14.600000381469728
1965-10-31,FOLS,26.0
1965-11-30,FOLS,74.5
1965-12-31,FOLS,80.5
1966-01-31,FOLS,121.6999969482422
1966-02-28,FOLS,112.5999984741211
1966-03-31,FOLS,236.8999938964844
1966-04-30,FOLS,412.1000061035156
1966-05-31,FOLS,276.20001220703125
1966-06-30,FOLS,48.29999923706055
1966-07-31,FOLS,3.200000047683716
1966-08-31,FOLS,0.0
1966-09-30,FOLS,0.0
1966-10-31,FOLS,7.300000190734863
1966-11-30,FOLS,76.9000015258789
1966-12-31,FOLS,277.5
1967-01-31,FOLS,420.7000122070313
1967-02-28,FOLS,266.29998779296875
1967-03-31,FOLS,539.7000122070312
1967-04-30,FOLS,438.8999938964844
1967-05-31,FOLS,897.5
1967-06-30,FOLS,751.4000244140625
1967-07-31,FOLS,241.3999938964844
1967-08-31,FOLS,34.0
1967-09-30,FOLS,15.0
1967-10-31,FOLS,18.700000762939453
1967-11-30,FOLS,45.20000076293945
1967-12-31,FOLS,84.5
1968-01-31,FOLS,143.10000610351562
1968-02-29,FOLS,449.8999938964844
1968-03-31,FOLS,292.3999938964844
1968-04-30,FOLS,291.3999938964844
1968-05-31,FOLS,250.1999969482422
1968-06-30,FOLS,92.0999984741211
1968-07-31,FOLS,10.5
1968-08-31,FOLS,17.600000381469727
1968-09-30,FOLS,3.5
1968-10-31,FOLS,14.100000381469728
1968-11-30,FOLS,100.4000015258789
1968-12-31,FOLS,127.6999969482422
1969-01-31,FOLS,1090.4000244140625
1969-02-28,FOLS,494.6000061035156
1969-03-31,FOLS,367.3999938964844
1969-04-30,FOLS,674.5999755859375
1969-05-31,FOLS,942.7000122070312
1969-06-30,FOLS,469.3999938964844
1969-07-31,FOLS,115.5999984741211
1969-08-31,FOLS,25.200000762939453
1969-09-30,FOLS,22.600000381469727
1969-10-31,FOLS,28.100000381469727
1969-11-30,FOLS,50.0
1969-12-31,FOLS,335.79998779296875
1970-01-31,FOLS,1315.0999755859375
1970-02-28,FOLS,334.29998779296875
1970-03-31,FOLS,341.3999938964844
1970-04-30,FOLS,208.3999938964844
1970-05-31,FOLS,294.8999938964844
1970-06-30,FOLS,198.6000061035156
1970-07-31,FOLS,39.70000076293945
1970-08-31,FOLS,10.100000381469728
1970-09-30,FOLS,6.599999904632568
1970-10-31,FOLS,9.800000190734863
1970-11-30,FOLS,178.8000030517578
1970-12-31,FOLS,341.8999938964844
1971-01-31,FOLS,296.70001220703125
1971-02-28,FOLS,211.6000061035156
1971-03-31,FOLS,404.5
1971-04-30,FOLS,414.0
1971-05-31,FOLS,554.0999755859375
1971-06-30,FOLS,419.0
1971-07-31,FOLS,106.8000030517578
1971-08-31,FOLS,24.799999237060547
1971-09-30,FOLS,10.0
1971-10-31,FOLS,14.300000190734863
1971-11-30,FOLS,53.5
1971-12-31,FOLS,134.0
1972-01-31,FOLS,109.5
1972-02-29,FOLS,194.3999938964844
1972-03-31,FOLS,455.5
1972-04-30,FOLS,333.20001220703125
1972-05-31,FOLS,381.2000122070313
1972-06-30,FOLS,159.6999969482422
1972-07-31,FOLS,25.700000762939453
1972-08-31,FOLS,5.300000190734863
1972-09-30,FOLS,7.300000190734863
1972-10-31,FOLS,24.5
1972-11-30,FOLS,93.1999969482422
1972-12-31,FOLS,227.3000030517578
1973-01-31,FOLS,597.0
1973-02-28,FOLS,395.1000061035156
1973-03-31,FOLS,354.79998779296875
1973-04-30,FOLS,419.2999877929688
1973-05-31,FOLS,636.7000122070312
1973-06-30,FOLS,198.6999969482422
1973-07-31,FOLS,33.79999923706055
1973-08-31,FOLS,13.0
1973-09-30,FOLS,14.699999809265137
1973-10-31,FOLS,30.799999237060547
1973-11-30,FOLS,430.2999877929688
1973-12-31,FOLS,348.8999938964844
1974-01-31,FOLS,819.4000244140625
1974-02-28,FOLS,186.8999938964844
1974-03-31,FOLS,585.2999877929688
1974-04-30,FOLS,648.7000122070312
1974-05-31,FOLS,538.7000122070312
1974-06-30,FOLS,467.8999938964844
1974-07-31,FOLS,163.1999969482422
1974-08-31,FOLS,33.900001525878906
1974-09-30,FOLS,17.899999618530273
1974-10-31,FOLS,26.88999938964844
1974-11-30,FOLS,30.229999542236328
1974-12-31,FOLS,46.34999847412109
1975-01-31,FOLS,99.11000061035156
1975-02-28,FOLS,252.33999633789065
1975-03-31,FOLS,448.0199890136719
1975-04-30,FOLS,303.2099914550781
1975-05-31,FOLS,762.0700073242188
1975-06-30,FOLS,503.05999755859375
1975-07-31,FOLS,104.63999938964844
1975-08-31,FOLS,30.209999084472656
1975-09-30,FOLS,14.109999656677246
1975-10-31,FOLS,81.93000030517578
1975-11-30,FOLS,83.87999725341797
1975-12-31,FOLS,65.52999877929688
1976-01-31,FOLS,44.08000183105469
1976-02-29,FOLS,66.87000274658203
1976-03-31,FOLS,119.83999633789062
1976-04-30,FOLS,141.3000030517578
1976-05-31,FOLS,152.3000030517578
1976-06-30,FOLS,21.6200008392334
1976-07-31,FOLS,3.0799999237060547
1976-08-31,FOLS,10.989999771118164
1976-09-30,FOLS,9.100000381469728
1976-10-31,FOLS,15.390000343322754
1976-11-30,FOLS,10.4399995803833
1976-12-31,FOLS,3.25
1977-01-31,FOLS,22.25
1977-02-28,FOLS,27.06999969482422
1977-03-31,FOLS,41.70000076293945
1977-04-30,FOLS,74.68000030517578
1977-05-31,FOLS,99.75
1977-06-30,FOLS,54.52999877929688
1977-07-31,FOLS,0.0
1977-08-31,FOLS,0.0
1977-09-30,FOLS,0.0
1977-10-31,FOLS,0.0
1977-11-30,FOLS,19.07999992370605
1977-12-31,FOLS,181.1300048828125
1978-01-31,FOLS,550.1900024414062
1978-02-28,FOLS,293.3599853515625
1978-03-31,FOLS,567.8400268554688
1978-04-30,FOLS,521.969970703125
1978-05-31,FOLS,594.989990234375
1978-06-30,FOLS,376.5899963378906
1978-07-31,FOLS,87.97000122070312
1978-08-31,FOLS,6.630000114440918
1978-09-30,FOLS,23.75
1978-10-31,FOLS,1.909999966621399
1978-11-30,FOLS,22.34000015258789
1978-12-31,FOLS,32.15999984741211
1979-01-31,FOLS,181.17999267578125
1979-02-28,FOLS,217.3500061035156
1979-03-31,FOLS,360.4599914550781
1979-04-30,FOLS,364.0499877929688
1979-05-31,FOLS,652.7999877929688
1979-06-30,FOLS,169.6699981689453
1979-07-31,FOLS,33.720001220703125
1979-08-31,FOLS,4.340000152587891
1979-09-30,FOLS,1.5299999713897705
1979-10-31,FOLS,31.190000534057617
1979-11-30,FOLS,66.4000015258789
1979-12-31,FOLS,93.68000030517578
1980-01-31,FOLS,1207.9599609375
1980-02-29,FOLS,716.760009765625
1980-03-31,FOLS,402.8500061035156
1980-04-30,FOLS,407.0700073242188
1980-05-31,FOLS,486.6099853515625
1980-06-30,FOLS,299.2699890136719
1980-07-31,FOLS,126.6999969482422
1980-08-31,FOLS,19.440000534057617
1980-09-30,FOLS,13.149999618530272
1980-10-31,FOLS,19.229999542236328
1980-11-30,FOLS,18.299999237060547
1980-12-31,FOLS,42.27999877929688
1981-01-31,FOLS,92.0
1981-02-28,FOLS,136.2100067138672
1981-03-31,FOLS,267.7300109863281
