basin,model,dp,dt,annual,freshet,maxmon,minmon,pct_annual,pct_freshet,pct_maxmon,pct_minmon
NHG,Hybrid raw,-0.1,2.5,95.4925,16.4381,24.3088,0.6651,-22.7334,-27.9003,-21.0797,29.9156
NML,Hybrid raw,-0.1,2.5,813.8358,346.7509,144.3749,15.9226,-14.9888,-35.2385,-24.5138,-23.8
TLG,Hybrid raw,-0.1,2.5,1479.2736,783.0633,321.1496,12.5953,-18.6439,-32.9809,-22.2914,-33.3497
MRC,Hybrid raw,-0.1,2.5,664.5501,346.3984,141.1237,1.4502,-21.7249,-37.3471,-31.1242,-56.1585
MIL,Hybrid raw,-0.1,2.5,1304.0249,821.1768,330.9572,12.6345,-20.0218,-29.2177,-15.3555,-36.4351
PNF,Hybrid raw,-0.1,2.5,1217.1055,780.9434,315.1426,12.871,-18.9341,-27.8303,-14.3963,-34.466
TRM,Hybrid raw,-0.1,2.5,313.5336,167.2182,65.1498,2.267,-20.1723,-34.9234,-29.6481,-43.7758
SCC,Hybrid raw,-0.1,2.5,237.3945,85.8476,46.3282,1.7315,-15.7607,-30.9307,-1.4244,-49.016
ISB,Hybrid raw,-0.1,2.5,720.875,388.6132,143.075,14.1766,-18.3372,-30.3861,-25.6592,-33.2182
SHA,Hybrid raw,-0.1,3.0,4672.9208,1253.4695,673.2623,181.1701,-10.4767,-20.5621,-10.4355,-6.803
BND,Hybrid raw,-0.1,3.0,6747.7366,1749.6467,998.695,250.1054,-10.8622,-18.7583,-10.3766,-6.0153
ORO,Hybrid raw,-0.1,3.0,3248.288,953.6386,598.5583,45.6997,-12.1499,-33.1992,0.2054,-15.1774
YRS,Hybrid raw,-0.1,3.0,1624.7756,489.9752,313.4805,16.1772,-15.1878,-40.8841,-4.0761,-26.1586
FOL,Hybrid raw,-0.1,3.0,2034.646,684.6808,403.5949,11.6837,-16.6426,-39.8049,-9.3247,-30.1036
MKM,Hybrid raw,-0.1,3.0,513.3228,231.6677,108.9891,1.9002,-23.5063,-44.363,-30.8949,-59.428
NHG,Hybrid raw,-0.1,3.0,95.852,16.3315,24.3553,0.7349,-22.4425,-28.3676,-20.9286,43.5494
NML,Hybrid raw,-0.1,3.0,815.9818,325.063,145.0347,15.6046,-14.7647,-39.289,-24.1688,-25.3217
TLG,Hybrid raw,-0.1,3.0,1467.1106,731.9819,297.1787,12.1202,-19.3128,-37.3528,-28.0916,-35.8641
MRC,Hybrid raw,-0.1,3.0,659.9484,321.9367,140.5965,1.4043,-22.2669,-41.7715,-31.3815,-57.5473
MIL,Hybrid raw,-0.1,3.0,1287.1653,778.0977,315.8555,12.1553,-21.0558,-32.9309,-19.2179,-38.8457
PNF,Hybrid raw,-0.1,3.0,1200.1133,739.2713,300.1289,12.3579,-20.0659,-31.6813,-18.4745,-37.0781
TRM,Hybrid raw,-0.1,3.0,311.2996,157.4325,63.5722,2.2231,-20.7411,-38.7317,-31.3517,-44.8656
SCC,Hybrid raw,-0.1,3.0,238.6556,83.5613,47.2058,1.6851,-15.3132,-32.7702,0.443,-50.3819
ISB,Hybrid raw,-0.1,3.0,714.7273,370.5114,135.9375,13.6757,-19.0336,-33.6287,-29.3678,-35.5781
SHA,Hybrid raw,-0.1,3.5,4678.3049,1239.7518,677.0742,181.4176,-10.3735,-21.4314,-9.9284,-6.6756
BND,Hybrid raw,-0.1,3.5,6752.4682,1732.9109,1003.4035,250.1589,-10.7997,-19.5354,-9.9541,-5.9952
ORO,Hybrid raw,-0.1,3.5,3271.0923,925.1245,607.5179,45.8297,-11.5331,-35.1966,1.7053,-14.9361
YRS,Hybrid raw,-0.1,3.5,1628.4653,466.6205,318.7323,16.1113,-14.9952,-43.7019,-2.4691,-26.4595
FOL,Hybrid raw,-0.1,3.5,2039.2783,651.705,411.9695,11.7308,-16.4529,-42.704,-7.4432,-29.8221
MKM,Hybrid raw,-0.1,3.5,507.2386,212.773,107.6824,1.835,-24.413,-48.9008,-31.7234,-60.8184
NHG,Hybrid raw,-0.1,3.5,96.0158,16.2472,24.3685,0.8101,-22.31,-28.7373,-20.8857,58.2399
NML,Hybrid raw,-0.1,3.5,818.5754,304.1007,144.822,15.3539,-14.4937,-43.2041,-24.28,-26.5212
TLG,Hybrid raw,-0.1,3.5,1456.2232,680.599,293.491,11.7232,-19.9116,-41.7504,-28.984,-37.9645
MRC,Hybrid raw,-0.1,3.5,656.3804,298.132,141.0495,1.3878,-22.6871,-46.077,-31.1604,-58.0452
MIL,Hybrid raw,-0.1,3.5,1270.2011,732.9677,296.9599,11.7588,-22.0963,-36.821,-24.0505,-40.8408
PNF,Hybrid raw,-0.1,3.5,1182.3316,695.0972,281.506,11.9557,-21.2502,-35.7636,-23.5332,-39.1263
TRM,Hybrid raw,-0.1,3.5,309.2222,148.1336,63.7269,2.209,-21.27,-42.3506,-31.1846,-45.2161
SCC,Hybrid raw,-0.1,3.5,239.7524,81.4744,47.8319,1.6605,-14.924,-34.4492,1.7752,-51.1048
ISB,Hybrid raw,-0.1,3.5,708.2052,352.1412,130.2251,13.3021,-19.7724,-36.9195,-32.3359,-37.3377
SHA,Hybrid raw,-0.1,4.0,4684.3407,1228.0803,682.2277,181.823,-10.2579,-22.1711,-9.2428,-6.4671
BND,Hybrid raw,-0.1,4.0,6757.4221,1718.1568,1007.9017,250.3644,-10.7342,-20.2205,-9.5504,-5.918
ORO,Hybrid raw,-0.1,4.0,3294.3051,899.7287,615.216,45.9666,-10.9053,-36.9755,2.9941,-14.682
YRS,Hybrid raw,-0.1,4.0,1632.8307,446.0913,322.935,16.1173,-14.7673,-46.1788,-1.1831,-26.4323
FOL,Hybrid raw,-0.1,4.0,2044.5449,621.6075,419.3524,11.8553,-16.2371,-45.3501,-5.7845,-29.0769
MKM,Hybrid raw,-0.1,4.0,501.9294,195.6897,105.2243,1.8236,-25.2041,-53.0035,-33.2819,-61.0635
NHG,Hybrid raw,-0.1,4.0,95.9968,16.1873,24.3427,0.871,-22.3253,-29.0003,-20.9693,70.1179
NML,Hybrid raw,-0.1,4.0,821.4964,284.9073,150.1644,15.116,-14.1886,-46.7888,-21.4867,-27.6601
TLG,Hybrid raw,-0.1,4.0,1446.3222,628.9856,293.5342,11.4008,-20.4562,-46.1678,-28.9735,-39.6708
MRC,Hybrid raw,-0.1,4.0,653.4254,274.9854,139.9177,1.3921,-23.0352,-50.2635,-31.7128,-57.9149
MIL,Hybrid raw,-0.1,4.0,1253.3718,686.0635,274.8985,11.4258,-23.1284,-40.8639,-29.6929,-42.5162
PNF,Hybrid raw,-0.1,4.0,1161.8258,648.0889,259.4883,11.6574,-22.616,-40.1078,-29.5139,-40.6451
TRM,Hybrid raw,-0.1,4.0,307.221,139.2647,63.3296,2.219,-21.7795,-45.8021,-31.6137,-44.9679
SCC,Hybrid raw,-0.1,4.0,240.7789,79.8011,48.2961,1.6613,-14.5598,-35.7955,2.763,-51.0824
ISB,Hybrid raw,-0.1,4.0,701.727,334.2098,130.2575,13.0434,-20.5063,-40.1316,-32.3191,-38.5563
SHA,Hybrid raw,-0.05,0.0,4923.0029,1491.7235,703.8636,189.8894,-5.6856,-5.4628,-6.3646,-2.3176
BND,Hybrid raw,-0.05,0.0,7132.8856,2037.2723,1039.1547,261.0451,-5.7744,-5.403,-6.7457,-1.9044
ORO,Hybrid raw,-0.05,0.0,3411.8147,1325.9905,555.3201,50.933,-7.7273,-7.1166,-7.0332,-5.4638
YRS,Hybrid raw,-0.05,0.0,1765.5222,770.3897,305.1748,20.4957,-7.8409,-7.0519,-6.6176,-6.4468
FOL,Hybrid raw,-0.05,0.0,2236.7907,1051.8048,414.8088,15.3859,-8.361,-7.5284,-6.8052,-7.9558
MKM,Hybrid raw,-0.05,0.0,614.4521,385.3709,148.026,4.1461,-8.4364,-7.4499,-6.1433,-11.4719
NHG,Hybrid raw,-0.05,0.0,106.9879,19.9079,26.8126,0.4725,-13.432,-12.681,-12.9506,-7.7198
NML,Hybrid raw,-0.05,0.0,884.2518,495.4543,178.9844,19.7658,-7.6334,-7.4656,-6.4182,-5.4074
TLG,Hybrid raw,-0.05,0.0,1684.2504,1089.7417,391.2057,17.5232,-7.3707,-6.7336,-5.3399,-7.2729
MRC,Hybrid raw,-0.05,0.0,773.7005,508.9548,191.3191,2.8671,-8.8684,-7.9456,-6.6262,-13.3259
MIL,Hybrid raw,-0.05,0.0,1508.455,1077.0142,367.7818,18.4319,-7.4837,-7.1655,-5.9374,-7.2677
PNF,Hybrid raw,-0.05,0.0,1392.6937,1006.2629,346.4592,18.3873,-7.239,-7.0077,-5.8896,-6.3789
TRM,Hybrid raw,-0.05,0.0,359.327,236.0201,85.8591,3.5906,-8.513,-8.1476,-7.2852,-10.9502
SCC,Hybrid raw,-0.05,0.0,254.6569,112.6846,42.5658,2.9619,-9.6351,-9.3389,-9.4297,-12.7849
ISB,Hybrid raw,-0.05,0.0,817.1287,518.9377,181.0716,19.826,-7.4333,-7.0405,-5.9165,-6.6057
SHA,Hybrid raw,-0.05,0.5,4934.1153,1450.7239,709.9317,187.9247,-5.4728,-8.0612,-5.5573,-3.3283
BND,Hybrid raw,-0.05,0.5,7145.1884,1991.7206,1046.1952,258.6202,-5.6118,-7.5181,-6.1139,-2.8156
ORO,Hybrid raw,-0.05,0.5,3429.175,1257.4263,576.2191,49.5103,-7.2578,-11.9194,-3.5344,-8.1046
YRS,Hybrid raw,-0.05,0.5,1766.9779,721.605,305.1871,19.4051,-7.765,-12.9378,-6.6139,-11.4249
FOL,Hybrid raw,-0.05,0.5,2232.6684,990.3279,399.6175,14.3389,-8.5299,-12.9333,-10.2183,-14.2193
MKM,Hybrid raw,-0.05,0.5,606.3927,364.693,145.1165,3.6643,-9.6373,-12.4159,-7.9881,-21.7592
NHG,Hybrid raw,-0.05,0.5,108.2248,19.6962,27.2249,0.5108,-12.4312,-13.6097,-11.6121,-0.2262
NML,Hybrid raw,-0.05,0.5,883.9542,474.8664,175.7379,18.9642,-7.6644,-11.3108,-8.1156,-9.2436
TLG,Hybrid raw,-0.05,0.5,1669.306,1047.6627,391.6338,16.3819,-8.1926,-10.335,-5.2363,-13.3125
MRC,Hybrid raw,-0.05,0.5,765.3827,485.1284,188.7546,2.4334,-9.8481,-12.255,-7.8778,-26.4361
MIL,Hybrid raw,-0.05,0.5,1491.5624,1047.7876,374.4688,17.5462,-8.5198,-9.6847,-4.2271,-11.7238
PNF,Hybrid raw,-0.05,0.5,1381.2086,984.2988,355.4354,17.4709,-8.0039,-9.0375,-3.4514,-11.045
TRM,Hybrid raw,-0.05,0.5,356.4648,226.7247,85.374,3.23,-9.2417,-11.7651,-7.809,-19.8936
SCC,Hybrid raw,-0.05,0.5,256.4555,108.6182,44.8394,2.652,-8.9969,-12.6105,-4.5921,-21.9109
ISB,Hybrid raw,-0.05,0.5,811.2814,501.134,177.7535,18.8567,-8.0957,-10.2297,-7.6405,-11.1715
SHA,Hybrid raw,-0.05,1.0,4944.2182,1415.1112,714.186,186.4938,-5.2792,-10.3181,-4.9914,-4.0644
BND,Hybrid raw,-0.05,1.0,7156.6686,1952.3657,1051.6101,256.8154,-5.4602,-9.3454,-5.628,-3.4938
ORO,Hybrid raw,-0.05,1.0,3450.2838,1198.2633,596.1876,48.6285,-6.6869,-16.0637,-0.1915,-9.7413
YRS,Hybrid raw,-0.05,1.0,1769.5861,675.1072,307.8546,18.5702,-7.6288,-18.5478,-5.7976,-15.2357
FOL,Hybrid raw,-0.05,1.0,2231.4405,933.1093,404.6652,13.5579,-8.5802,-17.9638,-9.0842,-18.8916
MKM,Hybrid raw,-0.05,1.0,598.2925,342.5842,139.5691,3.2293,-10.8444,-17.7255,-11.5054,-31.0476
NHG,Hybrid raw,-0.05,1.0,109.3224,19.5085,27.602,0.5555,-11.5431,-14.433,-10.388,8.5073
NML,Hybrid raw,-0.05,1.0,884.3181,451.8471,170.0458,18.2811,-7.6264,-15.61,-11.0917,-12.5128
TLG,Hybrid raw,-0.05,1.0,1654.61,1001.609,387.5517,15.4556,-9.0009,-14.2765,-6.2241,-18.2142
MRC,Hybrid raw,-0.05,1.0,757.3182,459.8304,183.5593,2.1068,-10.798,-16.8307,-10.4134,-36.3087
MIL,Hybrid raw,-0.05,1.0,1475.2444,1014.8282,377.1554,16.2901,-9.5206,-12.5257,-3.54,-18.0435
PNF,Hybrid raw,-0.05,1.0,1368.9119,956.9777,359.34,16.633,-8.823,-11.5623,-2.3908,-15.3111
TRM,Hybrid raw,-0.05,1.0,353.8119,216.9828,83.6496,2.9653,-9.9171,-15.5564,-9.6711,-26.4573
SCC,Hybrid raw,-0.05,1.0,258.4748,104.8461,46.7622,2.4129,-8.2804,-15.6453,-0.5009,-28.9516
ISB,Hybrid raw,-0.05,1.0,804.9548,481.6828,172.8889,18.0125,-8.8124,-13.7141,-10.1682,-15.1487
SHA,Hybrid raw,-0.05,1.5,4952.8442,1384.82,716.5685,185.5308,-5.114,-12.2378,-4.6744,-4.5597
BND,Hybrid raw,-0.05,1.5,7166.4593,1918.7276,1058.8026,255.5387,-5.3308,-10.9074,-4.9825,-3.9736
ORO,Hybrid raw,-0.05,1.5,3474.2475,1148.0533,613.1439,48.1817,-6.0388,-19.5808,2.6472,-10.5706
YRS,Hybrid raw,-0.05,1.5,1772.8301,632.6006,316.6856,17.9749,-7.4595,-23.6763,-3.0954,-17.953
FOL,Hybrid raw,-0.05,1.5,2233.0056,880.5297,406.815,13.0053,-8.5161,-22.5864,-8.6012,-22.1971
MKM,Hybrid raw,-0.05,1.5,590.5752,320.0233,131.9354,2.8515,-11.9944,-23.1437,-16.3456,-39.1142
NHG,Hybrid raw,-0.05,1.5,110.1515,19.3371,27.8863,0.602,-10.8722,-15.1846,-9.4649,17.5885
NML,Hybrid raw,-0.05,1.5,885.1574,427.4439,161.7122,17.6959,-7.5388,-20.1677,-15.4489,-15.3136
TLG,Hybrid raw,-0.05,1.5,1640.8588,953.1305,378.8028,14.6738,-9.7572,-18.4256,-8.341,-22.3512
MRC,Hybrid raw,-0.05,1.5,750.2406,433.809,175.9175,1.8655,-11.6316,-21.5372,-14.143,-43.6048
MIL,Hybrid raw,-0.05,1.5,1459.1241,977.8177,375.1494,15.1543,-10.5093,-15.7158,-4.0531,-23.7578
PNF,Hybrid raw,-0.05,1.5,1356.6252,926.1746,358.421,15.3992,-9.6413,-14.4089,-2.6404,-21.5933
TRM,Hybrid raw,-0.05,1.5,351.4011,206.3785,80.456,2.7595,-10.5309,-19.6833,-13.1197,-31.5628
SCC,Hybrid raw,-0.05,1.5,260.8056,101.7123,48.5951,2.2342,-7.4533,-18.1667,3.3992,-34.2134
ISB,Hybrid raw,-0.05,1.5,798.5239,461.769,167.1145,16.9916,-9.5409,-17.2814,-13.1685,-19.9579
SHA,Hybrid raw,-0.05,2.0,4960.3146,1359.8507,717.414,184.9404,-4.9708,-13.8202,-4.5619,-4.8634
BND,Hybrid raw,-0.05,2.0,7175.0152,1890.7091,1068.7084,254.6784,-5.2178,-12.2084,-4.0936,-4.2969
ORO,Hybrid raw,-0.05,2.0,3499.9701,1104.42,628.0077,48.0111,-5.3431,-22.6372,5.1356,-10.8872
YRS,Hybrid raw,-0.05,2.0,1776.5303,594.769,326.9201,17.559,-7.2663,-28.2407,0.0364,-19.8513
FOL,Hybrid raw,-0.05,2.0,2236.6888,832.8145,420.4297,12.6385,-8.3652,-26.7814,-5.5424,-24.3914
MKM,Hybrid raw,-0.05,2.0,583.1,297.3925,122.6849,2.5377,-13.1083,-28.5787,-22.211,-45.8155
NHG,Hybrid raw,-0.05,2.0,110.9375,19.1888,28.0968,0.6549,-10.2362,-15.8351,-8.7816,27.9082
NML,Hybrid raw,-0.05,2.0,886.9493,402.6331,153.6099,17.2026,-7.3516,-24.8015,-19.6852,-17.6744
TLG,Hybrid raw,-0.05,2.0,1627.1926,901.7676,364.6564,13.9891,-10.5088,-22.8215,-11.764,-25.9744
MRC,Hybrid raw,-0.05,2.0,744.0534,407.7023,166.0994,1.7005,-12.3604,-26.2591,-18.9347,-48.5931
MIL,Hybrid raw,-0.05,2.0,1443.123,937.5764,368.4689,14.2637,-11.4907,-19.1845,-5.7616,-28.2384
PNF,Hybrid raw,-0.05,2.0,1343.7028,890.7278,352.245,14.4158,-10.502,-17.6847,-4.318,-26.6001
TRM,Hybrid raw,-0.05,2.0,349.0106,195.2843,76.4156,2.6081,-11.1396,-24.0008,-17.4827,-35.3168
SCC,Hybrid raw,-0.05,2.0,262.893,98.564,50.2337,2.0971,-6.7126,-20.6997,6.8857,-38.2498
ISB,Hybrid raw,-0.05,2.0,791.8568,441.5531,160.7969,16.063,-10.2961,-20.9027,-16.4511,-24.3319
SHA,Hybrid raw,-0.05,2.5,4967.3177,1339.0947,723.0517,184.6652,-4.8367,-15.1356,-3.812,-5.005
BND,Hybrid raw,-0.05,2.5,7182.7866,1866.9223,1076.8534,254.1643,-5.1152,-13.3129,-3.3626,-4.49
ORO,Hybrid raw,-0.05,2.5,3525.9221,1066.209,641.3523,48.0153,-4.6412,-25.3138,7.3696,-10.8795
YRS,Hybrid raw,-0.05,2.5,1781.0005,561.6311,335.5234,17.2848,-7.033,-32.2388,2.6689,-21.103
FOL,Hybrid raw,-0.05,2.5,2242.0607,789.5613,432.9303,12.4163,-8.1451,-30.5841,-2.7339,-25.7209
MKM,Hybrid raw,-0.05,2.5,576.0238,274.5398,117.7018,2.3016,-14.1628,-34.0669,-25.3705,-50.8572
NHG,Hybrid raw,-0.05,2.5,111.4555,19.0603,28.2443,0.718,-9.8171,-16.3988,-8.3027,40.2326
NML,Hybrid raw,-0.05,2.5,889.6351,377.7373,155.928,16.7891,-7.071,-29.4512,-18.4732,-19.6533
TLG,Hybrid raw,-0.05,2.5,1615.0463,848.929,345.2908,13.3671,-11.1768,-27.3438,-16.4499,-29.2658
MRC,Hybrid raw,-0.05,2.5,738.9919,381.1694,154.1747,1.5953,-12.9566,-31.0581,-24.7546,-51.7724
MIL,Hybrid raw,-0.05,2.5,1426.4085,894.6759,357.3634,13.5741,-12.5158,-22.8823,-8.602,-31.708
PNF,Hybrid raw,-0.05,2.5,1329.603,852.1585,341.7772,13.6529,-11.4412,-21.249,-7.1614,-30.4847
TRM,Hybrid raw,-0.05,2.5,346.693,184.3516,71.5569,2.5101,-11.7297,-28.2555,-22.7294,-37.747
SCC,Hybrid raw,-0.05,2.5,264.5737,95.8496,51.381,2.0026,-6.1162,-22.8835,9.3269,-41.0342
ISB,Hybrid raw,-0.05,2.5,785.1022,421.5486,153.9093,15.3203,-11.0613,-24.4862,-20.0298,-27.8308
SHA,Hybrid raw,-0.05,3.0,4974.2801,1321.4216,728.6688,184.6246,-4.7033,-16.2556,-3.0647,-5.0259
BND,Hybrid raw,-0.05,3.0,7190.3179,1846.1911,1083.7945,253.8937,-5.0157,-14.2755,-2.7397,-4.5917
ORO,Hybrid raw,-0.05,3.0,3552.4984,1032.6874,653.1283,48.1092,-3.9225,-27.662,9.341,-10.7051
YRS,Hybrid raw,-0.05,3.0,1786.4171,533.2564,342.572,17.1265,-6.7502,-35.6622,4.8258,-21.8255
FOL,Hybrid raw,-0.05,3.0,2248.3769,750.5319,443.8362,12.3148,-7.8863,-34.0155,-0.2837,-26.328
MKM,Hybrid raw,-0.05,3.0,569.6016,253.1164,117.9519,2.1426,-15.1198,-39.212,-25.212,-54.2513
NHG,Hybrid raw,-0.05,3.0,111.8075,18.9567,28.3166,0.7879,-9.5323,-16.853,-8.0678,53.8874
NML,Hybrid raw,-0.05,3.0,892.9097,354.2252,156.9259,16.4633,-6.729,-33.8425,-17.9515,-21.212
TLG,Hybrid raw,-0.05,3.0,1603.7897,794.5578,320.6941,12.809,-11.7959,-31.9972,-22.4016,-32.2188
MRC,Hybrid raw,-0.05,3.0,735.0056,354.7737,153.3326,1.5316,-13.4261,-35.8322,-25.1656,-53.6969
MIL,Hybrid raw,-0.05,3.0,1409.6179,848.4519,341.8252,13.0158,-13.5456,-26.8667,-12.5759,-34.5166
PNF,Hybrid raw,-0.05,3.0,1313.096,808.0481,326.3897,13.0428,-12.5406,-25.3254,-11.3412,-33.5911
TRM,Hybrid raw,-0.05,3.0,344.4566,173.6304,69.4697,2.4511,-12.2991,-32.4279,-24.9833,-39.2117
SCC,Hybrid raw,-0.05,3.0,265.8544,93.328,52.307,1.9433,-5.6617,-24.9123,11.2973,-42.7794
ISB,Hybrid raw,-0.05,3.0,779.1144,402.1292,146.4634,14.7405,-11.7396,-27.9649,-23.8986,-30.5618
SHA,Hybrid raw,-0.05,3.5,4981.2985,1306.4478,733.2969,184.7816,-4.5688,-17.2046,-2.449,-4.9452
BND,Hybrid raw,-0.05,3.5,7197.5378,1828.1455,1089.6821,253.824,-4.9203,-15.1134,-2.2114,-4.6179
ORO,Hybrid raw,-0.05,3.5,3579.2967,1002.4653,663.3547,48.2278,-3.1977,-29.779,11.053,-10.485
YRS,Hybrid raw,-0.05,3.5,1792.3872,508.328,348.7583,17.0498,-6.4386,-38.6699,6.7188,-22.1755
FOL,Hybrid raw,-0.05,3.5,2255.4962,715.5334,453.5062,12.3186,-7.5946,-37.0924,1.8889,-26.3052
MKM,Hybrid raw,-0.05,3.5,563.8199,232.8284,116.7705,2.0523,-15.9814,-44.0843,-25.961,-56.1786
NHG,Hybrid raw,-0.05,3.5,111.9968,18.8859,28.3534,0.8653,-9.3792,-17.1636,-7.9484,69.0059
NML,Hybrid raw,-0.05,3.5,896.5876,331.4406,158.4581,16.2131,-6.3448,-38.0979,-17.1503,-22.4095
TLG,Hybrid raw,-0.05,3.5,1593.7671,739.7399,315.6459,12.3246,-12.3471,-36.6888,-23.6231,-34.782
MRC,Hybrid raw,-0.05,3.5,732.0704,329.015,154.052,1.5036,-13.7719,-40.4912,-24.8145,-54.5447
MIL,Hybrid raw,-0.05,3.5,1392.7092,800.0525,322.2881,12.5539,-14.5826,-31.0385,-17.5727,-36.8403
PNF,Hybrid raw,-0.05,3.5,1293.8247,759.4325,306.5115,12.5633,-13.8242,-29.8182,-16.7408,-36.0326
TRM,Hybrid raw,-0.05,3.5,342.3392,163.4264,69.7316,2.425,-12.8382,-36.399,-24.7005,-39.8588
SCC,Hybrid raw,-0.05,3.5,266.9723,91.0582,52.9486,1.9082,-5.265,-26.7385,12.6623,-43.8115
ISB,Hybrid raw,-0.05,3.5,772.5459,382.5307,140.4718,14.3002,-12.4837,-31.4757,-27.0118,-32.6362
SHA,Hybrid raw,-0.05,4.0,4988.869,1293.6894,739.3975,185.1004,-4.4238,-18.0131,-1.6375,-4.7811
BND,Hybrid raw,-0.05,4.0,7204.7314,1812.2597,1095.2947,253.912,-4.8253,-15.851,-1.7077,-4.5848
ORO,Hybrid raw,-0.05,4.0,3606.2617,975.5668,672.2892,48.3656,-2.4684,-31.6632,12.5488,-10.2293
YRS,Hybrid raw,-0.05,4.0,1799.0374,486.4724,353.793,17.0504,-6.0915,-41.3068,8.2594,-22.1727
FOL,Hybrid raw,-0.05,4.0,2263.2867,683.6072,462.0792,12.4125,-7.2755,-39.8993,3.815,-25.7438
MKM,Hybrid raw,-0.05,4.0,558.812,214.4861,114.3781,2.0252,-16.7277,-48.4893,-27.4779,-56.757
NHG,Hybrid raw,-0.05,4.0,112.0695,18.8366,28.3495,0.9252,-9.3203,-17.3802,-7.9609,80.7039
NML,Hybrid raw,-0.05,4.0,900.5068,310.5525,164.4674,16.0311,-5.9354,-41.9991,-14.0084,-23.2805
TLG,Hybrid raw,-0.05,4.0,1584.5051,684.3845,316.1851,11.9303,-12.8565,-41.4264,-23.4927,-36.8688
MRC,Hybrid raw,-0.05,4.0,729.8634,303.9368,153.0673,1.5024,-14.0318,-45.0271,-25.2951,-54.5806
MIL,Hybrid raw,-0.05,4.0,1375.7595,749.2358,299.0258,12.1682,-15.6222,-35.4187,-23.5222,-38.781
PNF,Hybrid raw,-0.05,4.0,1272.4447,708.4782,283.1291,12.2064,-15.2482,-34.527,-23.0923,-37.8495
TRM,Hybrid raw,-0.05,4.0,340.3508,153.7583,69.3933,2.4267,-13.3444,-40.1616,-25.0658,-39.8165
SCC,Hybrid raw,-0.05,4.0,268.0128,89.2732,53.4384,1.9009,-4.8958,-28.1747,13.7045,-44.0278
ISB,Hybrid raw,-0.05,4.0,766.0358,363.4155,140.6979,13.9883,-13.2212,-34.8998,-26.8944,-34.1051
SHA,Hybrid raw,-0.0,0.0,5219.7813,1577.9229,751.7064,194.3947,0.0,0.0,0.0,0.0
BND,Hybrid raw,-0.0,0.0,7570.0044,2153.6323,1114.3241,266.1129,0.0,0.0,0.0,0.0
ORO,Hybrid raw,-0.0,0.0,3697.5331,1427.5858,597.3314,53.8768,0.0,0.0,0.0,0.0
YRS,Hybrid raw,-0.0,0.0,1915.7338,828.8388,326.8012,21.9081,0.0,0.0,0.0,0.0
FOL,Hybrid raw,-0.0,0.0,2440.8716,1137.436,445.0989,16.7157,0.0,0.0,0.0,0.0
MKM,Hybrid raw,-0.0,0.0,671.0656,416.3917,157.7149,4.6834,0.0,0.0,0.0,0.0
NHG,Hybrid raw,-0.0,0.0,123.5883,22.7991,30.8016,0.512,0.0,0.0,0.0,0.0
NML,Hybrid raw,-0.0,0.0,957.3281,535.4273,191.2598,20.8958,0.0,0.0,0.0,0.0
TLG,Hybrid raw,-0.0,0.0,1818.2704,1168.4188,413.2742,18.8976,0.0,0.0,0.0,0.0
MRC,Hybrid raw,-0.0,0.0,848.9924,552.8846,204.8959,3.3079,0.0,0.0,0.0,0.0
MIL,Hybrid raw,-0.0,0.0,1630.4755,1160.144,390.9968,19.8765,0.0,0.0,0.0,0.0
PNF,Hybrid raw,-0.0,0.0,1501.3781,1082.0925,368.1413,19.6401,0.0,0.0,0.0,0.0
TRM,Hybrid raw,-0.0,0.0,392.7627,256.9558,92.6056,4.0321,0.0,0.0,0.0,0.0
SCC,Hybrid raw,-0.0,0.0,281.8097,124.2921,46.9976,3.3961,0.0,0.0,0.0,0.0
ISB,Hybrid raw,-0.0,0.0,882.7454,558.2406,192.4584,21.2283,0.0,0.0,0.0,0.0
SHA,Hybrid raw,-0.0,0.5,5233.915,1533.1202,759.1099,192.171,0.2708,-2.8393,0.9849,-1.1439
BND,Hybrid raw,-0.0,0.5,7586.889,2104.0841,1123.129,263.3819,0.223,-2.3007,0.7902,-1.0262
ORO,Hybrid raw,-0.0,0.5,3718.612,1353.0692,622.7898,52.2897,0.5701,-5.2198,4.262,-2.9458
YRS,Hybrid raw,-0.0,0.5,1919.4903,777.0799,325.3435,20.6913,0.1961,-6.2447,-0.4461,-5.5541
FOL,Hybrid raw,-0.0,0.5,2438.8861,1071.6469,427.9841,15.4932,-0.0813,-5.784,-3.8452,-7.3138
MKM,Hybrid raw,-0.0,0.5,662.9827,394.2078,154.7714,4.1445,-1.2045,-5.3277,-1.8663,-11.5067
NHG,Hybrid raw,-0.0,0.5,125.024,22.5929,31.2713,0.5544,1.1617,-0.9045,1.5248,8.2855
NML,Hybrid raw,-0.0,0.5,957.4345,513.3738,188.1568,19.9912,0.0111,-4.1189,-1.6224,-4.3291
TLG,Hybrid raw,-0.0,0.5,1804.3648,1124.5337,414.4368,17.5872,-0.7648,-3.7559,0.2813,-6.9344
MRC,Hybrid raw,-0.0,0.5,840.8004,527.5899,202.5107,2.7914,-0.9649,-4.575,-1.1641,-15.6128
MIL,Hybrid raw,-0.0,0.5,1614.7721,1130.3829,399.0306,18.8601,-0.9631,-2.5653,2.0547,-5.1139
PNF,Hybrid raw,-0.0,0.5,1490.865,1059.4709,378.4299,18.5767,-0.7002,-2.0905,2.7947,-5.4146
TRM,Hybrid raw,-0.0,0.5,389.9966,247.1547,92.2845,3.6123,-0.7043,-3.8143,-0.3468,-10.4112
